filename,width,height,seq_from_top,seq_from_bottom,width_prv,height_prv,width_nxt,height_nxt,text,type
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice1.jpg,0.4379310344827586,0.030338389731621937,1.0,10.0,0.0,0.0,0.25689655172413794,0.022170361726954493,sample proposal letter,
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice2.jpg,0.25689655172413794,0.022170361726954493,2.0,9.0,0.4379310344827586,0.030338389731621937,0.14655172413793102,0.021003500583430573,(on you gow tertcad,
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice3.jpg,0.14655172413793102,0.021003500583430573,3.0,8.0,0.25689655172413794,0.022170361726954493,0.15862068965517243,0.07817969661610269,"march 0, 2008",
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice4.jpg,0.15862068965517243,0.07817969661610269,4.0,7.0,0.14655172413793102,0.021003500583430573,0.15862068965517243,0.021003500583430573,ns. jane beiey june's paza  12 man steet broms. ny 10055,
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice5.jpg,0.15862068965517243,0.021003500583430573,5.0,6.0,0.15862068965517243,0.07817969661610269,0.9603448275862069,0.15985997666277713,dear ms. paley,
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice6.jpg,0.9603448275862069,0.15985997666277713,6.0,5.0,0.15862068965517243,0.021003500583430573,0.9706896551724138,0.15869311551925322,"iam pleased to mile jane's pazn's to become th exchsive ood provider orthe st. jams fanily day gioan-p, scheduled fo saturday june 17 in st. james parc  the event wil un rom 10:00am to 200pm, and we expect orer 200 fones fom al ove ou nelgitorhoad to be thereto lean up the par, lant babs, and pabt benches, bostatalland handbal cost ines, the event wil iso ncude a neighborhood batborue, face paining, puppet shows, ard a preseniaion by brow counstmemiber anthony marine. we expect the evento caw over 00 peopl i  a notto menton passorsty on jerome avenue.",
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice7.jpg,0.9706896551724138,0.15869311551925322,7.0,4.0,0.9603448275862069,0.15985997666277713,0.09310344827586207,0.019836639439906652,"we wilecoqnice your suppor on our promotonel yers our even program, and sign e wil have up on th day ofthe event councimenber marine and john sth wil aso recognize yo nthe remarks to te assembled neighbors. 1 thin vil be a good way to raise your nome recogrin in he nightortond  ihope you willbe ale to bea part ofthis eft improve one ofour neighborhoods most valuable asses iok forwart to answering ay questons you may have  in he meantime, best ot lack wil your business. ook fawond to pecking wil you n te coming days.",
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice8.jpg,0.09310344827586207,0.019836639439906652,8.0,3.0,0.9706896551724138,0.15869311551925322,0.23793103448275862,0.059509918319719954,"srce,",
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice9.jpg,0.23793103448275862,0.059509918319719954,9.0,2.0,0.09310344827586207,0.019836639439906652,0.8689655172413793,0.022170361726954493,nat laver féends of t. james park rigsss 212,
2012ccf11ce565a8e1877fdc8eb9c9d7--sample-business-proposal-proposal-sample_slice10.jpg,0.8689655172413793,0.022170361726954493,10.0,1.0,0.23793103448275862,0.059509918319719954,0.0,0.0,ftc putrcsins o put techo sdlee progr som oy +212 80100,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice1.jpg,0.8261682242990654,0.06235294117647059,1.0,17.0,0.0,0.0,0.9570093457943926,0.03882352941176471,sample cover letter  ior coule oo  dat smith,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice2.jpg,0.9570093457943926,0.03882352941176471,2.0,16.0,0.8261682242990654,0.06235294117647059,0.21495327102803738,0.011764705882352941,1011 river oaks bhd. houston: texis 17019  home 71 s cela,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice3.jpg,0.21495327102803738,0.011764705882352941,3.0,15.0,0.9570093457943926,0.03882352941176471,0.18317757009345795,0.009411764705882352,lawson,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice4.jpg,0.18317757009345795,0.009411764705882352,4.0,14.0,0.21495327102803738,0.011764705882352941,0.37009345794392523,0.03764705882352941,pepita,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice5.jpg,0.37009345794392523,0.03764705882352941,5.0,13.0,0.18317757009345795,0.009411764705882352,0.17943925233644858,0.009411764705882352,descior of primate resourch,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice6.jpg,0.17943925233644858,0.009411764705882352,6.0,12.0,0.37009345794392523,0.03764705882352941,0.24299065420560748,0.012941176470588235,,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice7.jpg,0.24299065420560748,0.012941176470588235,7.0,11.0,0.17943925233644858,0.009411764705882352,0.8878504672897196,0.021176470588235293,foam tain,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice8.jpg,0.8878504672897196,0.021176470588235293,8.0,10.0,0.24299065420560748,0.012941176470588235,0.18878504672897195,0.009411764705882352,"n number 10577. maiketing inn, houston cironicle dred 11/1208",
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice9.jpg,0.18878504672897195,0.009411764705882352,9.0,9.0,0.8878504672897196,0.021176470588235293,0.9682242990654205,0.0976470588235294,,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice10.jpg,0.9682242990654205,0.0976470588235294,10.0,8.0,0.18878504672897195,0.009411764705882352,0.9495327102803738,0.07647058823529412,"iam weiing in respone to your request that send a resume t youdcing our elton: conversation list teesday. please consider this resume as an application for your marketing intern positionreferenced above. insdiditon, spoke with your colleague. dr mork. and we talked about your position and he encouraged me to apply. you my recall thati reportad to dr. morky when we worked together at foley's departmint",
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice11.jpg,0.9495327102803738,0.07647058823529412,11.0,7.0,0.9682242990654205,0.0976470588235294,0.8504672897196262,0.02,"i am partialady attracted to your positon because t nve ves mmrketing a vared wroup of progrims all frcused onone very interesting topie-primate reserch. you ill wee more dit from the tached resume, bt highlights of my qulications for your mahar ihe vo soli facut -",
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice12.jpg,0.8504672897196262,0.02,12.0,6.0,0.9495327102803738,0.07647058823529412,0.874766355140187,0.03882352941176471,i a previous inesnetip whhextensive se of desk op publishine and database,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice13.jpg,0.874766355140187,0.03882352941176471,13.0,5.0,0.8504672897196262,0.02,0.8074766355140187,0.04,i electonto provklet of the american marketing assocation. witha record of deforming te whe nt the nmn and b8,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice14.jpg,0.8074766355140187,0.04,14.0,4.0,0.874766355140187,0.03882352941176471,0.8785046728971962,0.04,a completion of rels: semester hours of marketing clases in addnion o sien n eline maleate snd soa,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice15.jpg,0.8785046728971962,0.04,15.0,3.0,0.8074766355140187,0.04,0.930841121495327,0.05647058823529412,i a 3.1 gpa while attending school fill inne intone service  ime und working par-,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice16.jpg,0.930841121495327,0.05647058823529412,16.0,2.0,0.8785046728971962,0.04,0.491588785046729,0.023529411764705882,pease consider me for your marketing intern position. it would be a plesur t work wih both you ard dr. monkey as we markt your program.you reach me at the dinal tenner:,
33a558d26a987dd4a0976ad0c1d9ab02--cover-letter-example-cover-letters_slice17.jpg,0.491588785046729,0.023529411764705882,17.0,1.0,0.930841121495327,0.05647058823529412,0.0,0.0,ee reverse sipe for commtents,
affiliation-sample-letter_80-0_slice1.png,0.43564356435643564,0.047244094488188976,1.0,11.0,0.0,0.0,0.31683168316831684,0.02952755905511811,affiliation sample letter,
affiliation-sample-letter_80-0_slice2.png,0.31683168316831684,0.02952755905511811,2.0,10.0,0.43564356435643564,0.047244094488188976,0.19801980198019803,0.01968503937007874,anthony sales associates,
affiliation-sample-letter_80-0_slice3.png,0.19801980198019803,0.01968503937007874,3.0,9.0,0.31683168316831684,0.02952755905511811,0.19306930693069307,0.01968503937007874,,
affiliation-sample-letter_80-0_slice4.png,0.19306930693069307,0.01968503937007874,4.0,8.0,0.19801980198019803,0.01968503937007874,0.38613861386138615,0.03346456692913386,,
affiliation-sample-letter_80-0_slice5.png,0.38613861386138615,0.03346456692913386,5.0,7.0,0.19306930693069307,0.01968503937007874,0.9620462046204621,0.07480314960629922,dear anthony sales associates,
affiliation-sample-letter_80-0_slice6.png,0.9620462046204621,0.07480314960629922,6.0,6.0,0.38613861386138615,0.03346456692913386,0.8828382838283828,0.07480314960629922,we at diamond marketing are pleased that your company has decided to form a stratecic affifetion with us to grow our clobal sales force.,
affiliation-sample-letter_80-0_slice7.png,0.8828382838283828,0.07480314960629922,7.0,5.0,0.9620462046204621,0.07480314960629922,0.9702970297029703,0.14763779527559054,"by working together, we will be able to corner the photocopier market and maximize both companies profit while minimizing overhead costs.",
affiliation-sample-letter_80-0_slice8.png,0.9702970297029703,0.14763779527559054,8.0,4.0,0.8828382838283828,0.07480314960629922,0.8927392739273927,0.1062992125984252,"as per our previous agreement, diamond marketing will be responsible for recruting and training new sales people, while anthony sales associated will be responsible for setting up sales appointments and closing sales. both companies will ointly be responsible for order fullliment and customer service.",
affiliation-sample-letter_80-0_slice9.png,0.8927392739273927,0.1062992125984252,9.0,3.0,0.9702970297029703,0.14763779527559054,0.2079207920792079,0.023622047244094488,we truly hope that the relationship we have formed will be long lasting and prosperous for both parties. we truly believe that this is the beginning of somethina special,
affiliation-sample-letter_80-0_slice10.png,0.2079207920792079,0.023622047244094488,10.0,2.0,0.8927392739273927,0.1062992125984252,0.23597359735973597,0.025590551181102362,andes! regards:,
affiliation-sample-letter_80-0_slice11.png,0.23597359735973597,0.025590551181102362,11.0,1.0,0.2079207920792079,0.023622047244094488,0.0,0.0,,
Anna Thi Pan-Resume_slice1.jpg,0.138671875,0.012651821862348178,1.0,19.0,0.0,0.0,0.3626302083333333,0.01568825910931174,,
Anna Thi Pan-Resume_slice2.jpg,0.3626302083333333,0.01568825910931174,2.0,18.0,0.138671875,0.012651821862348178,0.3697916666666667,0.016194331983805668,987 lewis st. charlottesville va 22904,
Anna Thi Pan-Resume_slice3.jpg,0.3697916666666667,0.016194331983805668,3.0,17.0,0.3626302083333333,0.01568825910931174,0.1328125,0.01417004048582996,annapan@virginia.edu | 434-983-0000,
Anna Thi Pan-Resume_slice4.jpg,0.1328125,0.01417004048582996,4.0,16.0,0.3697916666666667,0.016194331983805668,0.3255208333333333,0.01417004048582996,"april 22, 2015",
Anna Thi Pan-Resume_slice5.jpg,0.3255208333333333,0.01417004048582996,5.0,15.0,0.1328125,0.01417004048582996,0.3606770833333333,0.01568825910931174,"remi monoco, executive assistant",
Anna Thi Pan-Resume_slice6.jpg,0.3606770833333333,0.01568825910931174,6.0,14.0,0.3255208333333333,0.01417004048582996,0.20182291666666666,0.013663967611336033,the metropolitan waterfront alliance,
Anna Thi Pan-Resume_slice7.jpg,0.20182291666666666,0.013663967611336033,7.0,13.0,0.3606770833333333,0.01568825910931174,0.19270833333333334,0.015182186234817813,45/ madison avenue,
Anna Thi Pan-Resume_slice8.jpg,0.19270833333333334,0.015182186234817813,8.0,12.0,0.20182291666666666,0.013663967611336033,0.17447916666666666,0.012651821862348178,"new york, ny 10022",
Anna Thi Pan-Resume_slice9.jpg,0.17447916666666666,0.012651821862348178,9.0,11.0,0.19270833333333334,0.015182186234817813,0.9720052083333334,0.14979757085020243,dear mr. monoco:,
Anna Thi Pan-Resume_slice10.jpg,0.9720052083333334,0.14979757085020243,10.0,10.0,0.17447916666666666,0.012651821862348178,0.4348958333333333,0.013663967611336033,"i am applying for the position of office associate with the metropolitan waterfront alliance  (mwa) based on the recommendation of a mutual friend, kim power. i will graduate in may  2016 from the university of virginia (u.va.) with a bachelor of urban and environmental planning, a bachelor of arts in french and a minor in architecture. | will be moving to new york city soon and see this position as the ideal opportunity to contribute the skills i have gained from my professional experience, academic studies, and diverse background. | share the belief with mwa that waterfront areas should be accessible for all, and | am strongly motivated to make the new york and new jersey",
Anna Thi Pan-Resume_slice11.jpg,0.4348958333333333,0.013663967611336033,11.0,9.0,0.9720052083333334,0.14979757085020243,0.9889322916666666,0.10475708502024292,"shores a pleasant place to live, work and play.",
Anna Thi Pan-Resume_slice12.jpg,0.9889322916666666,0.10475708502024292,12.0,8.0,0.4348958333333333,0.013663967611336033,0.9811197916666666,0.1492914979757085,"my organizational and communication skills are well demonstrated in my work experiences in non- profit, corporate and student organization settings. currently, | intern with piedmont council of the arts which shares similar responsibilities to the position at mwa. during my internship, | provide administrative support, focusing on maintaining a contact database of local artists, creating a new filing system for the council and constructing e-mail campaigns. | have also interned at kpmg audit form, a",
Anna Thi Pan-Resume_slice13.jpg,0.9811197916666666,0.1492914979757085,13.0,7.0,0.9889322916666666,0.10475708502024292,0.5533854166666666,0.01417004048582996,"corporate environment where attention to detail was essential when managing client files and proofreading financial statements. in addition, | handled event logistics and publicized events when i served as publicity chair of the taiwanese student association at u.va. i have acquired a sophisticated understanding of urban affairs through my studies. my coursework included site assessment and data collection, application of planning regulations, and the development of recommendations in order to create neighborhood master plan and transportation plan. originally from taiwan, my residence in germany, france and the united states, as well as my extensive travel experience have fostered",
Anna Thi Pan-Resume_slice14.jpg,0.5533854166666666,0.01417004048582996,14.0,6.0,0.9811197916666666,0.1492914979757085,0.9680989583333334,0.038461538461538464,an ease in working with people from diverse backgrounds.,
Anna Thi Pan-Resume_slice15.jpg,0.9680989583333334,0.038461538461538464,15.0,5.0,0.5533854166666666,0.01417004048582996,0.4733072916666667,0.013663967611336033,kim power is sending you a letter in regards to my qualifications and 1 look forward to discussing my candidacy for this position with you as well. thank you for your time and thoughtful,
Anna Thi Pan-Resume_slice16.jpg,0.4733072916666667,0.013663967611336033,16.0,4.0,0.9680989583333334,0.038461538461538464,0.12109375,0.012145748987854251,consideration. i hope to hear back trom you soon.,
Anna Thi Pan-Resume_slice17.jpg,0.12109375,0.012145748987854251,17.0,3.0,0.4733072916666667,0.013663967611336033,0.138671875,0.012651821862348178,"respectfully,",
Anna Thi Pan-Resume_slice18.jpg,0.138671875,0.012651821862348178,18.0,2.0,0.12109375,0.012145748987854251,0.17513020833333334,0.012651821862348178,,
